r,radwave
8.059,-7e-06
8.062,-7e-06
8.065,-7e-06
8.068,-7e-06
8.071,-7e-06
8.074,-7e-06
8.077,-7e-06
8.08,-7e-06
8.083,-7e-06
8.086,-7e-06
8.089,-7e-06
8.092,-7e-06
8.095,-7e-06
8.098,-7e-06
8.101,-7e-06
8.104,-7e-06
8.107,-7e-06
8.11,-7e-06
8.113,-7e-06
8.116,-7e-06
8.119,-7e-06
8.122,-7e-06
8.125,-7e-06
8.128,-7e-06
8.131,-7e-06
8.134,-7e-06
8.137,-6e-06
8.14,-6e-06
8.143,-6e-06
8.146,-6e-06
8.149,-6e-06
8.152,-6e-06
8.155,-6e-06
8.158,-6e-06
8.161,-6e-06
8.164,-6e-06
8.167,-6e-06
8.17,-6e-06
8.173,-6e-06
8.176,-6e-06
8.179,-6e-06
8.182,-6e-06
8.185,-6e-06
8.188,-6e-06
8.191,-6e-06
8.194,-6e-06
8.197,-6e-06
8.2,-6e-06
8.203,-6e-06
8.206,-6e-06
8.209,-6e-06
8.212,-6e-06
8.215,-6e-06
8.218,-6e-06
8.221,-6e-06
8.224,-6e-06
8.227,-6e-06
8.23,-6e-06
8.233,-6e-06
8.236,-6e-06
8.239,-6e-06
8.242,-6e-06
8.245,-6e-06
8.248,-6e-06
8.251,-6e-06
8.254,-6e-06
8.257,-6e-06
8.26,-6e-06
8.263,-6e-06
8.266,-6e-06
8.269,-6e-06
8.272,-6e-06
8.275,-6e-06
8.278,-6e-06
8.281,-6e-06
8.284,-6e-06
8.287,-6e-06
8.29,-5e-06
8.293,-5e-06
8.296,-5e-06
8.299,-5e-06
8.302,-5e-06
8.305,-5e-06
8.308,-5e-06
8.311,-5e-06
8.314,-5e-06
8.317,-5e-06
8.32,-5e-06
8.323,-5e-06
8.326,-5e-06
8.329,-5e-06
8.332,-5e-06
8.335,-5e-06
8.338,-5e-06
8.341,-5e-06
8.344,-5e-06
8.347,-5e-06
8.35,-5e-06
8.353,-5e-06
8.356,-5e-06
8.359,-5e-06
8.362,-5e-06
8.365,-5e-06
8.368,-5e-06
8.371,-5e-06
8.374,-5e-06
8.377,-5e-06
8.38,-5e-06
8.383,-5e-06
8.386,-5e-06
8.389,-5e-06
8.392,-5e-06
8.395,-5e-06
8.398,-5e-06
8.401,-5e-06
8.404,-5e-06
8.407,-5e-06
8.41,-5e-06
8.413,-5e-06
8.416,-5e-06
8.419,-5e-06
8.422,-5e-06
8.425,-5e-06
8.428,-5e-06
8.431,-5e-06
8.434,-5e-06
8.437,-5e-06
8.44,-5e-06
8.443,-5e-06
8.446,-5e-06
8.449,-5e-06
8.452,-5e-06
8.455,-5e-06
8.458,-5e-06
8.461,-5e-06
8.464,-5e-06
8.467,-5e-06
8.47,-5e-06
8.473,-4e-06
8.476,-4e-06
8.479,-4e-06
8.482,-4e-06
8.485,-4e-06
8.488,-4e-06
8.491,-4e-06
8.494,-4e-06
8.497,-4e-06
8.5,-4e-06
8.503,-4e-06
8.506,-4e-06
8.509,-4e-06
8.512,-4e-06
8.515,-4e-06
8.518,-4e-06
8.521,-4e-06
8.524,-4e-06
8.527,-4e-06
8.53,-4e-06
8.533,-4e-06
8.536,-4e-06
8.539,-4e-06
8.542,-4e-06
8.545,-4e-06
8.548,-4e-06
8.551,-4e-06
8.554,-4e-06
8.557,-4e-06
8.56,-4e-06
8.563,-4e-06
8.566,-4e-06
8.569,-4e-06
8.572,-4e-06
8.575,-4e-06
8.578,-4e-06
8.581,-4e-06
8.584,-4e-06
8.587,-4e-06
8.59,-4e-06
8.593,-4e-06
8.596,-4e-06
8.599,-4e-06
8.602,-4e-06
8.605,-4e-06
8.608,-4e-06
8.611,-4e-06
8.614,-4e-06
8.617,-4e-06
8.62,-4e-06
8.623,-4e-06
8.626,-4e-06
8.629,-4e-06
8.632,-4e-06
8.635,-4e-06
8.638,-4e-06
8.641,-4e-06
8.644,-4e-06
8.647,-4e-06
8.65,-4e-06
8.653,-4e-06
8.656,-4e-06
8.659,-4e-06
8.662,-4e-06
8.665,-4e-06
8.668,-4e-06
8.671,-4e-06
8.674,-4e-06
8.677,-4e-06
8.68,-4e-06
8.683,-4e-06
8.686,-4e-06
8.689,-4e-06
8.692,-4e-06
8.695,-4e-06
8.698,-4e-06
8.701,-3e-06
8.704,-3e-06
8.707,-3e-06
8.71,-3e-06
8.713,-3e-06
8.716,-3e-06
8.719,-3e-06
8.722,-3e-06
8.725,-3e-06
8.728,-3e-06
8.731,-3e-06
8.734,-3e-06
8.737,-3e-06
8.74,-3e-06
8.743,-3e-06
8.746,-3e-06
8.749,-3e-06
8.752,-3e-06
8.755,-3e-06
8.758,-3e-06
8.761,-3e-06
8.764,-3e-06
8.767,-3e-06
8.77,-3e-06
8.773,-3e-06
8.776,-3e-06
8.779,-3e-06
8.782,-3e-06
8.785,-3e-06
8.788,-3e-06
8.791,-3e-06
8.794,-3e-06
8.797,-3e-06
8.8,-3e-06
8.803,-3e-06
8.806,-3e-06
8.809,-3e-06
8.812,-3e-06
8.815,-3e-06
8.818,-3e-06
8.821,-3e-06
8.824,-3e-06
8.827,-3e-06
8.83,-3e-06
8.833,-3e-06
8.836,-3e-06
8.839,-3e-06
8.842,-3e-06
8.845,-3e-06
8.848,-3e-06
8.851,-3e-06
8.854,-3e-06
8.857,-3e-06
8.86,-3e-06
8.863,-3e-06
8.866,-3e-06
8.869,-3e-06
8.872,-3e-06
8.875,-3e-06
8.878,-3e-06
8.881,-3e-06
8.884,-3e-06
8.887,-3e-06
8.89,-3e-06
8.893,-3e-06
8.896,-3e-06
8.899,-3e-06
8.902,-3e-06
8.905,-3e-06
8.908,-3e-06
8.911,-3e-06
8.914,-3e-06
8.917,-3e-06
8.92,-3e-06
8.923,-3e-06
8.926,-3e-06
8.929,-3e-06
8.932,-3e-06
8.935,-3e-06
8.938,-3e-06
8.941,-3e-06
8.944,-3e-06
8.947,-3e-06
8.95,-3e-06
8.953,-3e-06
8.956,-3e-06
8.959,-3e-06
8.962,-3e-06
8.965,-3e-06
8.968,-3e-06
8.971,-3e-06
8.974,-3e-06
8.977,-3e-06
8.98,-3e-06
8.983,-3e-06
8.986,-3e-06
8.989,-3e-06
8.992,-3e-06
8.995,-3e-06
8.998,-3e-06
9.001,-3e-06
9.004,-3e-06
9.007,-3e-06
9.01,-2e-06
9.013,-2e-06
9.016,-2e-06
9.019,-2e-06
9.022,-2e-06
9.025,-2e-06
9.028,-2e-06
9.031,-2e-06
9.034,-2e-06
9.037,-2e-06
9.04,-2e-06
9.043,-2e-06
9.046,-2e-06
9.049,-2e-06
9.052,-2e-06
9.055,-2e-06
9.058,-2e-06
9.061,-2e-06
9.064,-2e-06
9.067,-2e-06
9.07,-2e-06
9.073,-2e-06
9.076,-2e-06
9.079,-2e-06
9.082,-2e-06
9.085,-2e-06
9.088,-2e-06
9.091,-2e-06
9.094,-2e-06
9.097,-2e-06
9.1,-2e-06
9.103,-2e-06
9.106,-2e-06
9.109,-2e-06
9.112,-2e-06
9.115,-2e-06
9.118,-2e-06
9.121,-2e-06
9.124,-2e-06
9.127,-2e-06
9.13,-2e-06
9.133,-2e-06
9.136,-2e-06
9.139,-2e-06
9.142,-2e-06
9.145,-2e-06
9.148,-2e-06
9.151,-2e-06
9.154,-2e-06
9.157,-2e-06
9.16,-2e-06
9.163,-2e-06
9.166,-2e-06
9.169,-2e-06
9.172,-2e-06
9.175,-2e-06
9.178,-2e-06
9.181,-2e-06
9.184,-2e-06
9.187,-2e-06
9.19,-2e-06
9.193,-2e-06
9.196,-2e-06
9.199,-2e-06
9.202,-2e-06
9.205,-2e-06
9.208,-2e-06
9.211,-2e-06
9.214,-2e-06
9.217,-2e-06
9.22,-2e-06
9.223,-2e-06
9.226,-2e-06
9.229,-2e-06
9.232,-2e-06
9.235,-2e-06
9.238,-2e-06
9.241,-2e-06
9.244,-2e-06
9.247,-2e-06
9.25,-2e-06
9.253,-2e-06
9.256,-2e-06
9.259,-2e-06
9.262,-2e-06
9.265,-2e-06
9.268,-2e-06
9.271,-2e-06
9.274,-2e-06
9.277,-2e-06
9.28,-2e-06
9.283,-2e-06
9.286,-2e-06
9.289,-2e-06
9.292,-2e-06
9.295,-2e-06
9.298,-2e-06
9.301,-2e-06
9.304,-2e-06
9.307,-2e-06
9.31,-2e-06
9.313,-2e-06
9.316,-2e-06
9.319,-2e-06
9.322,-2e-06
9.325,-2e-06
9.328,-2e-06
9.331,-2e-06
9.334,-2e-06
9.337,-2e-06
9.34,-2e-06
9.343,-2e-06
9.346,-2e-06
9.349,-2e-06
9.352,-2e-06
9.355,-2e-06
9.358,-2e-06
9.361,-2e-06
9.364,-2e-06
9.367,-2e-06
9.37,-2e-06
9.373,-2e-06
9.376,-2e-06
9.379,-2e-06
9.382,-2e-06
9.385,-2e-06
9.388,-2e-06
9.391,-2e-06
9.394,-2e-06
9.397,-2e-06
9.4,-2e-06
9.403,-2e-06
9.406,-2e-06
9.409,-2e-06
9.412,-2e-06
9.415,-2e-06
9.418,-2e-06
9.421,-2e-06
9.424,-2e-06
9.427,-2e-06
9.43,-2e-06
9.433,-2e-06
9.436,-2e-06
9.439,-2e-06
9.442,-2e-06
9.445,-2e-06
9.448,-2e-06
9.451,-2e-06
9.454,-2e-06
9.457,-2e-06
9.46,-2e-06
9.463,-2e-06
9.466,-2e-06
9.469,-2e-06
9.472,-2e-06
9.475,-1e-06
9.478,-1e-06
9.481,-1e-06
9.484,-1e-06
9.487,-1e-06
9.49,-1e-06
9.493,-1e-06
9.496,-1e-06
9.499,-1e-06
9.502,-1e-06
9.505,-1e-06
9.508,-1e-06
9.511,-1e-06
9.514,-1e-06
9.517,-1e-06
9.52,-1e-06
9.523,-1e-06
9.526,-1e-06
9.529,-1e-06
9.532,-1e-06
9.535,-1e-06
9.538,-1e-06
9.541,-1e-06
9.544,-1e-06
9.547,-1e-06
9.55,-1e-06
9.553,-1e-06
9.556,-1e-06
9.559,-1e-06
9.562,-1e-06
9.565,-1e-06
9.568,-1e-06
9.571,-1e-06
9.574,-1e-06
9.577,-1e-06
9.58,-1e-06
9.583,-1e-06
9.586,-1e-06
9.589,-1e-06
9.592,-1e-06
9.595,-1e-06
9.598,-1e-06
9.601,-1e-06
9.604,-1e-06
9.607,-1e-06
9.61,-1e-06
9.613,-1e-06
9.616,-1e-06
9.619,-1e-06
9.622,-1e-06
9.625,-1e-06
9.628,-1e-06
9.631,-1e-06
9.634,-1e-06
9.637,-1e-06
9.64,-1e-06
9.643,-1e-06
9.646,-1e-06
9.649,-1e-06
9.652,-1e-06
9.655,-1e-06
9.658,-1e-06
9.661,-1e-06
9.664,-1e-06
9.667,-1e-06
9.67,-1e-06
9.673,-1e-06
9.676,-1e-06
9.679,-1e-06
9.682,-1e-06
9.685,-1e-06
9.688,-1e-06
9.691,-1e-06
9.694,-1e-06
9.697,-1e-06
9.7,-1e-06
9.703,-1e-06
9.706,-1e-06
9.709,-1e-06
9.712,-1e-06
9.715,-1e-06
9.718,-1e-06
9.721,-1e-06
9.724,-1e-06
9.727,-1e-06
9.73,-1e-06
9.733,-1e-06
9.736,-1e-06
9.739,-1e-06
9.742,-1e-06
9.745,-1e-06
9.748,-1e-06
9.751,-1e-06
9.754,-1e-06
9.757,-1e-06
9.76,-1e-06
9.763,-1e-06
9.766,-1e-06
9.769,-1e-06
9.772,-1e-06
9.775,-1e-06
9.778,-1e-06
9.781,-1e-06
9.784,-1e-06
9.787,-1e-06
9.79,-1e-06
9.793,-1e-06
9.796,-1e-06
9.799,-1e-06
9.802,-1e-06
9.805,-1e-06
9.808,-1e-06
9.811,-1e-06
9.814,-1e-06
9.817,-1e-06
9.82,-1e-06
9.823,-1e-06
9.826,-1e-06
9.829,-1e-06
9.832,-1e-06
9.835,-1e-06
9.838,-1e-06
9.841,-1e-06
9.844,-1e-06
9.847,-1e-06
9.85,-1e-06
9.853,-1e-06
9.856,-1e-06
9.859,-1e-06
9.862,-1e-06
9.865,-1e-06
9.868,-1e-06
9.871,-1e-06
9.874,-1e-06
9.877,-1e-06
9.88,-1e-06
9.883,-1e-06
9.886,-1e-06
9.889,-1e-06
9.892,-1e-06
9.895,-1e-06
9.898,-1e-06
9.901,-1e-06
9.904,-1e-06
9.907,-1e-06
9.91,-1e-06
9.913,-1e-06
9.916,-1e-06
9.919,-1e-06
9.922,-1e-06
9.925,-1e-06
9.928,-1e-06
9.931,-1e-06
9.934,-1e-06
9.937,-1e-06
9.94,-1e-06
9.943,-1e-06
9.946,-1e-06
9.949,-1e-06
9.952,-1e-06
9.955,-1e-06
9.958,-1e-06
9.961,-1e-06
9.964,-1e-06
9.967,-1e-06
9.97,-1e-06
9.973,-1e-06
9.976,-1e-06
9.979,-1e-06
9.982,-1e-06
9.985,-1e-06
9.988,-1e-06
9.991,-1e-06
9.994,-1e-06
9.997,-1e-06
10.0,-1e-06
10.003,-1e-06
10.006,-1e-06
10.009,-1e-06
10.012,-1e-06
10.015,-1e-06
10.018,-1e-06
10.021,-1e-06
10.024,-1e-06
10.027,-1e-06
10.03,-1e-06
10.033,-1e-06
10.036,-1e-06
10.039,-1e-06
10.042,-1e-06
10.045,-1e-06
10.048,-1e-06
10.051,-1e-06
10.054,-1e-06
10.057,-1e-06
10.06,-1e-06
10.063,-1e-06
10.066,-1e-06
10.069,-1e-06
10.072,-1e-06
10.075,-1e-06
10.078,-1e-06
10.081,-1e-06
10.084,-1e-06
10.087,-1e-06
10.09,-1e-06
10.093,-1e-06
10.096,-1e-06
10.099,-1e-06
10.102,-1e-06
10.105,-1e-06
10.108,-1e-06
10.111,-1e-06
10.114,-1e-06
10.117,-1e-06
10.12,-1e-06
10.123,-1e-06
10.126,-1e-06
10.129,-1e-06
10.132,-1e-06
10.135,-1e-06
10.138,-1e-06
10.141,-1e-06
10.144,-1e-06
10.147,-1e-06
10.15,-1e-06
10.153,-1e-06
10.156,-1e-06
10.159,-1e-06
10.162,-1e-06
10.165,-1e-06
10.168,-1e-06
10.171,-1e-06
10.174,-1e-06
10.177,-1e-06
10.18,-1e-06
10.183,-1e-06
10.186,-1e-06
10.189,-1e-06
10.192,-1e-06
10.195,-1e-06
10.198,-1e-06
10.201,-1e-06
10.204,-1e-06
10.207,-1e-06
10.21,-1e-06
10.213,-1e-06
10.216,-1e-06
10.219,-1e-06
10.222,-1e-06
10.225,-1e-06
10.228,-1e-06
10.231,-1e-06
10.234,-1e-06
10.237,-1e-06
10.24,-1e-06
10.243,-1e-06
10.246,-1e-06
10.249,-1e-06
10.252,-1e-06
10.255,-1e-06
10.258,-1e-06
10.261,-1e-06
10.264,-1e-06
10.267,-1e-06
10.27,-1e-06
10.273,-1e-06
10.276,-1e-06
10.279,-1e-06
10.282,-1e-06
10.285,-1e-06
10.288,-1e-06
10.291,-1e-06
10.294,-1e-06
10.297,-1e-06
10.3,-1e-06
10.303,-1e-06
10.306,-1e-06
10.309,-1e-06
10.312,-1e-06
10.315,-1e-06
10.318,-1e-06
10.321,-1e-06
10.324,-1e-06
10.327,-1e-06
10.33,-1e-06
10.333,-1e-06
10.336,-1e-06
10.339,-1e-06
10.342,-1e-06
10.345,-1e-06
10.348,-1e-06
10.351,-1e-06
10.354,-1e-06
10.357,-1e-06
10.36,-1e-06
10.363,-1e-06
10.366,-1e-06
10.369,-1e-06
10.372,-1e-06
10.375,-1e-06
10.378,-1e-06
10.381,-1e-06
10.384,-1e-06
10.387,-1e-06
10.39,-1e-06
10.393,-1e-06
10.396,-1e-06
10.399,-1e-06
10.402,-1e-06
10.405,-1e-06
10.408,-1e-06
10.411,-1e-06
10.414,-1e-06
10.417,-1e-06
10.42,-1e-06
10.423,-1e-06
10.426,-1e-06
10.429,-1e-06
10.432,-1e-06
10.435,-1e-06
10.438,-1e-06
10.441,-1e-06
10.444,-1e-06
10.447,-1e-06
10.45,-1e-06
10.453,-1e-06
10.456,-1e-06
10.459,-1e-06
10.462,-1e-06
10.465,-1e-06
10.468,-1e-06
10.471,-1e-06
10.474,-1e-06
10.477,0.0
10.48,0.0
10.483,0.0
10.486,0.0
10.489,0.0
10.492,0.0
10.495,0.0
10.498,0.0
10.501,0.0
10.504,0.0
10.507,0.0
10.51,0.0
10.513,0.0
10.516,0.0
10.519,0.0
10.522,0.0
10.525,0.0
10.528,0.0
10.531,0.0
10.534,0.0
10.537,0.0
10.54,0.0
10.543,0.0
10.546,0.0
10.549,0.0
10.552,0.0
10.555,0.0
10.558,0.0
10.561,0.0
10.564,0.0
10.567,0.0
10.57,0.0
10.573,0.0
10.576,0.0
10.579,0.0
10.582,0.0
10.585,0.0
10.588,0.0
10.591,0.0
10.594,0.0
10.597,0.0
10.6,0.0
10.603,0.0
10.606,0.0
10.609,0.0
10.612,0.0
10.615,0.0
10.618,0.0
10.621,0.0
10.624,0.0
10.627,0.0
10.63,0.0
10.633,0.0
10.636,0.0
10.639,0.0
10.642,0.0
10.645,0.0
10.648,0.0
10.651,0.0
10.654,0.0
10.657,0.0
10.66,0.0
10.663,0.0
10.666,0.0
10.669,0.0
10.672,0.0
10.675,0.0
10.678,0.0
10.681,0.0
10.684,0.0
10.687,0.0
10.69,0.0
10.693,0.0
10.696,0.0
10.699,0.0
10.702,0.0
10.705,0.0
10.708,0.0
10.711,0.0
10.714,0.0
10.717,0.0
10.72,0.0
10.723,0.0
10.726,0.0
10.729,0.0
10.732,0.0
10.735,0.0
10.738,0.0
10.741,0.0
10.744,0.0
10.747,0.0
10.75,0.0
10.753,0.0
10.756,0.0
10.759,0.0
10.762,0.0
10.765,0.0
10.768,0.0
10.771,0.0
10.774,0.0
10.777,0.0
10.78,0.0
10.783,0.0
10.786,0.0
10.789,0.0
10.792,0.0
10.795,0.0
10.798,0.0
10.801,0.0
10.804,0.0
10.807,0.0
10.81,0.0
10.813,0.0
10.816,0.0
10.819,0.0
10.822,0.0
10.825,0.0
10.828,0.0
10.831,0.0
10.834,0.0
10.837,0.0
10.84,0.0
10.843,0.0
10.846,0.0
10.849,0.0
10.852,0.0
10.855,0.0
10.858,0.0
10.861,0.0
10.864,0.0
10.867,0.0
10.87,0.0
10.873,0.0
10.876,0.0
10.879,0.0
10.882,0.0
10.885,0.0
10.888,0.0
10.891,0.0
10.894,0.0
10.897,0.0
10.9,0.0
10.903,0.0
10.906,0.0
10.909,0.0
10.912,0.0
10.915,0.0
10.918,0.0
10.921,0.0
10.924,0.0
10.927,0.0
10.93,0.0
10.933,0.0
10.936,0.0
10.939,0.0
10.942,0.0
10.945,0.0
10.948,0.0
10.951,0.0
10.954,0.0
10.957,0.0
10.96,0.0
10.963,0.0
10.966,0.0
10.969,0.0
10.972,0.0
10.975,0.0
10.978,0.0
10.981,0.0
10.984,0.0
10.987,0.0
10.99,0.0
10.993,0.0
10.996,0.0
10.999,0.0
11.002,0.0
11.005,0.0
11.008,0.0
11.011,0.0
11.014,0.0
11.017,0.0
11.02,0.0
11.023,0.0
11.026,0.0
11.029,0.0
11.032,0.0
11.035,0.0
11.038,0.0
11.041,0.0
11.044,0.0
11.047,0.0
11.05,0.0
11.053,0.0
11.056,0.0
11.059,0.0
11.062,0.0
11.065,0.0
11.068,0.0
11.071,0.0
11.074,0.0
11.077,0.0
11.08,0.0
11.083,0.0
11.086,0.0
11.089,0.0
11.092,0.0
11.095,0.0
11.098,0.0
11.101,0.0
11.104,0.0
11.107,0.0
11.11,0.0
11.113,0.0
11.116,0.0
11.119,0.0
11.122,0.0
11.125,0.0
11.128,0.0
11.131,0.0
11.134,0.0
11.137,0.0
11.14,0.0
11.143,0.0
11.146,0.0
11.149,0.0
11.152,0.0
11.155,0.0
11.158,0.0
11.161,0.0
11.164,0.0
11.167,0.0
11.17,0.0
11.173,0.0
11.176,0.0
11.179,0.0
11.182,0.0
11.185,0.0
11.188,0.0
11.191,0.0
11.194,0.0
11.197,0.0
11.2,0.0
11.203,0.0
11.206,0.0
11.209,0.0
11.212,0.0
11.215,0.0
11.218,0.0
11.221,0.0
11.224,0.0
11.227,0.0
11.23,0.0
11.233,0.0
11.236,0.0
11.239,0.0
11.242,0.0
11.245,0.0
11.248,0.0
11.251,0.0
11.254,0.0
11.257,0.0
11.26,0.0
11.263,0.0
11.266,0.0
11.269,0.0
11.272,0.0
11.275,0.0
11.278,0.0
11.281,0.0
11.284,0.0
11.287,0.0
11.29,0.0
11.293,0.0
11.296,0.0
11.299,0.0
11.302,0.0
11.305,0.0
11.308,0.0
11.311,0.0
11.314,0.0
11.317,0.0
11.32,0.0
11.323,0.0
11.326,0.0
11.329,0.0
11.332,0.0
11.335,0.0
11.338,0.0
11.341,0.0
11.344,0.0
11.347,0.0
11.35,0.0
11.353,0.0
11.356,0.0
11.359,0.0
11.362,0.0
11.365,0.0
11.368,0.0
11.371,0.0
11.374,0.0
11.377,0.0
11.38,0.0
11.383,0.0
11.386,0.0
11.389,0.0
11.392,0.0
11.395,0.0
11.398,0.0
11.401,0.0
11.404,0.0
11.407,0.0
11.41,0.0
11.413,0.0
11.416,0.0
11.419,0.0
11.422,0.0
11.425,0.0
11.428,0.0
11.431,0.0
11.434,0.0
11.437,0.0
11.44,0.0
11.443,0.0
11.446,0.0
11.449,0.0
11.452,0.0
11.455,0.0
11.458,0.0
11.461,0.0
11.464,0.0
11.467,0.0
11.47,0.0
11.473,0.0
11.476,0.0
11.479,0.0
11.482,0.0
11.485,0.0
11.488,0.0
11.491,0.0
11.494,0.0
11.497,0.0
11.5,0.0
11.503,0.0
11.506,0.0
11.509,0.0
11.512,0.0
11.515,0.0
11.518,0.0
11.521,0.0
11.524,0.0
11.527,0.0
11.53,0.0
11.533,0.0
11.536,0.0
11.539,0.0
11.542,0.0
11.545,0.0
11.548,0.0
11.551,0.0
11.554,0.0
11.557,0.0
11.56,0.0
11.563,0.0
11.566,0.0
11.569,0.0
11.572,0.0
11.575,0.0
11.578,0.0
11.581,0.0
11.584,0.0
11.587,0.0
11.59,0.0
11.593,0.0
11.596,0.0
11.599,0.0
11.602,0.0
11.605,0.0
11.608,0.0
11.611,0.0
11.614,0.0
11.617,0.0
11.62,0.0
11.623,0.0
11.626,0.0
11.629,0.0
11.632,0.0
11.635,0.0
11.638,0.0
11.641,0.0
11.644,0.0
11.647,0.0
11.65,0.0
11.653,0.0
11.656,0.0
11.659,0.0
11.662,0.0
11.665,0.0
11.668,0.0
11.671,0.0
11.674,0.0
11.677,0.0
11.68,0.0
11.683,0.0
11.686,0.0
11.689,0.0
11.692,0.0
11.695,0.0
11.698,0.0
11.701,0.0
11.704,0.0
11.707,0.0
11.71,0.0
11.713,0.0
11.716,0.0
11.719,0.0
11.722,0.0
11.725,0.0
11.728,0.0
11.731,0.0
11.734,0.0
11.737,0.0
11.74,0.0
11.743,0.0
11.746,0.0
11.749,0.0
11.752,0.0
11.755,0.0
11.758,0.0
11.761,0.0
11.764,0.0
11.767,0.0
11.77,0.0
11.773,0.0
11.776,0.0
11.779,0.0
11.782,0.0
11.785,0.0
11.788,0.0
11.791,0.0
11.794,0.0
11.797,0.0
11.8,0.0
11.803,0.0
11.806,0.0
11.809,0.0
11.812,0.0
11.815,0.0
11.818,0.0
11.821,0.0
11.824,0.0
11.827,0.0
11.83,0.0
11.833,0.0
11.836,0.0
11.839,0.0
11.842,0.0
11.845,0.0
11.848,0.0
11.851,0.0
11.854,0.0
11.857,0.0
11.86,0.0
11.863,0.0
11.866,0.0
11.869,0.0
11.872,0.0
11.875,0.0
11.878,0.0
11.881,0.0
11.884,0.0
11.887,0.0
11.89,0.0
11.893,0.0
11.896,0.0
11.899,0.0
11.902,0.0
11.905,0.0
11.908,0.0
11.911,0.0
11.914,0.0
11.917,0.0
11.92,0.0
11.923,0.0
11.926,0.0
11.929,0.0
11.932,0.0
11.935,0.0
11.938,0.0
11.941,0.0
11.944,0.0
11.947,0.0
11.95,0.0
11.953,0.0
11.956,0.0
11.959,0.0
11.962,0.0
11.965,0.0
11.968,0.0
11.971,0.0
11.974,0.0
11.977,0.0
11.98,0.0
11.983,0.0
11.986,0.0
11.989,0.0
11.992,0.0
11.995,0.0
11.998,0.0
12.001,0.0
12.004,0.0
12.007,0.0
12.01,0.0
12.013,0.0
12.016,0.0
12.019,0.0
12.022,0.0
12.025,0.0
12.028,0.0
12.031,0.0
12.034,0.0
12.037,0.0
12.04,0.0
12.043,0.0
12.046,0.0
12.049,0.0
12.052,0.0
12.055,0.0
12.058,0.0
12.061,0.0
12.064,0.0
12.067,0.0
12.07,0.0
12.073,0.0
12.076,0.0
12.079,0.0
12.082,0.0
12.085,0.0
12.088,0.0
12.091,0.0
12.094,0.0
12.097,0.0
12.1,0.0
12.103,0.0
12.106,0.0
12.109,0.0
12.112,0.0
12.115,0.0
12.118,0.0
12.121,0.0
12.124,0.0
12.127,0.0
12.13,0.0
12.133,0.0
12.136,0.0
12.139,0.0
12.142,0.0
12.145,0.0
12.148,0.0
12.151,0.0
12.154,0.0
12.157,0.0
12.16,0.0
12.163,0.0
12.166,0.0
12.169,0.0
12.172,0.0
12.175,0.0
12.178,0.0
12.181,0.0
12.184,0.0
12.187,0.0
12.19,0.0
12.193,0.0
12.196,0.0
12.199,0.0
12.202,0.0
12.205,0.0
12.208,0.0
12.211,0.0
12.214,0.0
12.217,0.0
12.22,0.0
12.223,0.0
12.226,0.0
12.229,0.0
12.232,0.0
12.235,0.0
12.238,0.0
12.241,0.0
12.244,0.0
12.247,0.0
12.25,0.0
12.253,0.0
12.256,0.0
12.259,0.0
12.262,0.0
12.265,0.0
12.268,0.0
12.271,0.0
12.274,0.0
12.277,0.0
12.28,0.0
12.283,0.0
12.286,0.0
12.289,0.0
12.292,0.0
12.295,0.0
12.298,0.0
12.301,0.0
12.304,0.0
12.307,0.0
12.31,0.0
12.313,0.0
12.316,0.0
12.319,0.0
12.322,0.0
12.325,0.0
12.328,0.0
12.331,0.0
12.334,0.0
12.337,0.0
12.34,0.0
12.343,0.0
12.346,0.0
12.349,0.0
12.352,0.0
12.355,0.0
12.358,0.0
12.361,0.0
12.364,0.0
12.367,0.0
12.37,0.0
12.373,0.0
12.376,0.0
12.379,0.0
12.382,0.0
12.385,0.0
12.388,0.0
12.391,0.0
12.394,0.0
12.397,0.0
12.4,0.0
12.403,0.0
12.406,0.0
12.409,0.0
12.412,0.0
12.415,0.0
12.418,0.0
12.421,0.0
12.424,0.0
12.427,0.0
12.43,0.0
12.433,0.0
12.436,0.0
12.439,0.0
12.442,0.0
12.445,0.0
12.448,0.0
12.451,0.0
12.454,0.0
12.457,0.0
12.46,0.0
12.463,0.0
12.466,0.0
12.469,0.0
12.472,0.0
12.475,0.0
12.478,0.0
12.481,0.0
12.484,0.0
12.487,0.0
12.49,0.0
12.493,0.0
12.496,0.0
12.499,0.0
12.502,0.0
12.505,0.0
12.508,0.0
12.511,0.0
12.514,0.0
12.517,0.0
12.52,0.0
12.523,0.0
12.526,0.0
12.529,0.0
12.532,0.0
12.535,0.0
12.538,0.0
12.541,0.0
12.544,0.0
12.547,0.0
12.55,0.0
12.553,0.0
12.556,0.0
12.559,0.0
12.562,0.0
12.565,0.0
12.568,0.0
12.571,0.0
12.574,0.0
12.577,0.0
12.58,0.0
12.583,0.0
12.586,0.0
12.589,0.0
12.592,0.0
12.595,0.0
12.598,0.0
12.601,0.0
12.604,0.0
12.607,0.0
12.61,0.0
12.613,0.0
12.616,0.0
12.619,0.0
12.622,0.0
12.625,0.0
12.628,0.0
12.631,0.0
12.634,0.0
12.637,0.0
12.64,0.0
12.643,0.0
12.646,0.0
12.649,0.0
12.652,0.0
12.655,0.0
12.658,0.0
12.661,0.0
12.664,0.0
12.667,0.0
12.67,0.0
12.673,0.0
12.676,0.0
12.679,0.0
12.682,0.0
12.685,0.0
12.688,0.0
12.691,0.0
12.694,0.0
12.697,0.0
