r,radwave
17.737,2e-06
17.74,3e-06
17.743,3e-06
17.746,3e-06
17.749,3e-06
17.752,3e-06
17.755,3e-06
17.758,3e-06
17.761,3e-06
17.764,3e-06
17.767,3e-06
17.77,3e-06
17.773,3e-06
17.776,3e-06
17.779,3e-06
17.782,3e-06
17.785,3e-06
17.788,3e-06
17.791,3e-06
17.794,3e-06
17.797,3e-06
17.8,3e-06
17.803,3e-06
17.806,3e-06
17.809,3e-06
17.812,3e-06
17.815,3e-06
17.818,3e-06
17.821,3e-06
17.824,3e-06
17.827,3e-06
17.83,3e-06
17.833,3e-06
17.836,3e-06
17.839,3e-06
17.842,3e-06
17.845,3e-06
17.848,3e-06
17.851,3e-06
17.854,3e-06
17.857,3e-06
17.86,3e-06
17.863,3e-06
17.866,3e-06
17.869,3e-06
17.872,3e-06
17.875,3e-06
17.878,3e-06
17.881,3e-06
17.884,3e-06
17.887,3e-06
17.89,3e-06
17.893,3e-06
17.896,3e-06
17.899,3e-06
17.902,3e-06
17.905,3e-06
17.908,3e-06
17.911,3e-06
17.914,3e-06
17.917,3e-06
17.92,3e-06
17.923,3e-06
17.926,3e-06
17.929,3e-06
17.932,3e-06
17.935,3e-06
17.938,3e-06
17.941,3e-06
17.944,3e-06
17.947,3e-06
17.95,3e-06
17.953,3e-06
17.956,3e-06
17.959,3e-06
17.962,3e-06
17.965,3e-06
17.968,3e-06
17.971,3e-06
17.974,3e-06
17.977,3e-06
17.98,3e-06
17.983,3e-06
17.986,3e-06
17.989,3e-06
17.992,3e-06
17.995,3e-06
17.998,3e-06
18.001,3e-06
18.004,3e-06
18.007,3e-06
18.01,3e-06
18.013,3e-06
18.016,3e-06
18.019,3e-06
18.022,3e-06
18.025,3e-06
18.028,3e-06
18.031,3e-06
18.034,3e-06
18.037,3e-06
18.04,3e-06
18.043,3e-06
18.046,3e-06
18.049,3e-06
18.052,3e-06
18.055,3e-06
18.058,3e-06
18.061,3e-06
18.064,3e-06
18.067,3e-06
18.07,3e-06
18.073,3e-06
18.076,3e-06
18.079,3e-06
18.082,3e-06
18.085,3e-06
18.088,4e-06
18.091,4e-06
18.094,4e-06
18.097,4e-06
18.1,4e-06
18.103,4e-06
18.106,4e-06
18.109,4e-06
18.112,4e-06
18.115,4e-06
18.118,4e-06
18.121,4e-06
18.124,4e-06
18.127,4e-06
18.13,4e-06
18.133,4e-06
18.136,4e-06
18.139,4e-06
18.142,4e-06
18.145,4e-06
18.148,4e-06
18.151,4e-06
18.154,4e-06
18.157,4e-06
18.16,4e-06
18.163,4e-06
18.166,4e-06
18.169,4e-06
18.172,4e-06
18.175,4e-06
18.178,4e-06
18.181,4e-06
18.184,4e-06
18.187,4e-06
18.19,4e-06
18.193,4e-06
18.196,4e-06
18.199,4e-06
18.202,4e-06
18.205,4e-06
18.208,4e-06
18.211,4e-06
18.214,4e-06
18.217,4e-06
18.22,4e-06
18.223,4e-06
18.226,4e-06
18.229,4e-06
18.232,4e-06
18.235,4e-06
18.238,4e-06
18.241,4e-06
18.244,4e-06
18.247,4e-06
18.25,4e-06
18.253,4e-06
18.256,4e-06
18.259,4e-06
18.262,4e-06
18.265,4e-06
18.268,4e-06
18.271,4e-06
18.274,4e-06
18.277,4e-06
18.28,4e-06
18.283,4e-06
18.286,4e-06
18.289,4e-06
18.292,4e-06
18.295,4e-06
18.298,4e-06
18.301,4e-06
18.304,4e-06
18.307,4e-06
18.31,4e-06
18.313,4e-06
18.316,4e-06
18.319,4e-06
18.322,4e-06
18.325,4e-06
18.328,4e-06
18.331,4e-06
18.334,4e-06
18.337,4e-06
18.34,4e-06
18.343,4e-06
18.346,5e-06
18.349,5e-06
18.352,5e-06
18.355,5e-06
18.358,5e-06
18.361,5e-06
18.364,5e-06
18.367,5e-06
18.37,5e-06
18.373,5e-06
18.376,5e-06
18.379,5e-06
18.382,5e-06
18.385,5e-06
18.388,5e-06
18.391,5e-06
18.394,5e-06
18.397,5e-06
18.4,5e-06
18.403,5e-06
18.406,5e-06
18.409,5e-06
18.412,5e-06
18.415,5e-06
18.418,5e-06
18.421,5e-06
18.424,5e-06
18.427,5e-06
18.43,5e-06
18.433,5e-06
18.436,5e-06
18.439,5e-06
18.442,5e-06
18.445,5e-06
18.448,5e-06
18.451,5e-06
18.454,5e-06
18.457,5e-06
18.46,5e-06
18.463,5e-06
18.466,5e-06
18.469,5e-06
18.472,5e-06
18.475,5e-06
18.478,5e-06
18.481,5e-06
18.484,5e-06
18.487,5e-06
18.49,5e-06
18.493,5e-06
18.496,5e-06
18.499,5e-06
18.502,5e-06
18.505,5e-06
18.508,5e-06
18.511,5e-06
18.514,5e-06
18.517,5e-06
18.52,5e-06
18.523,5e-06
18.526,5e-06
18.529,5e-06
18.532,5e-06
18.535,5e-06
18.538,5e-06
18.541,5e-06
18.544,5e-06
18.547,5e-06
18.55,5e-06
18.553,6e-06
18.556,6e-06
18.559,6e-06
18.562,6e-06
18.565,6e-06
18.568,6e-06
18.571,6e-06
18.574,6e-06
18.577,6e-06
18.58,6e-06
18.583,6e-06
18.586,6e-06
18.589,6e-06
18.592,6e-06
18.595,6e-06
18.598,6e-06
18.601,6e-06
18.604,6e-06
18.607,6e-06
18.61,6e-06
18.613,6e-06
18.616,6e-06
18.619,6e-06
18.622,6e-06
18.625,6e-06
18.628,6e-06
18.631,6e-06
18.634,6e-06
18.637,6e-06
18.64,6e-06
18.643,6e-06
18.646,6e-06
18.649,6e-06
18.652,6e-06
18.655,6e-06
18.658,6e-06
18.661,6e-06
18.664,6e-06
18.667,6e-06
18.67,6e-06
18.673,6e-06
18.676,6e-06
18.679,6e-06
18.682,6e-06
18.685,6e-06
18.688,6e-06
18.691,6e-06
18.694,6e-06
18.697,6e-06
18.7,6e-06
18.703,6e-06
18.706,6e-06
18.709,6e-06
18.712,6e-06
18.715,6e-06
18.718,6e-06
18.721,6e-06
18.724,7e-06
18.727,7e-06
18.73,7e-06
18.733,7e-06
18.736,7e-06
18.739,7e-06
18.742,7e-06
18.745,7e-06
18.748,7e-06
18.751,7e-06
18.754,7e-06
18.757,7e-06
18.76,7e-06
18.763,7e-06
18.766,7e-06
18.769,7e-06
18.772,7e-06
18.775,7e-06
18.778,7e-06
18.781,7e-06
18.784,7e-06
18.787,7e-06
18.79,7e-06
18.793,7e-06
18.796,7e-06
18.799,7e-06
18.802,7e-06
18.805,7e-06
18.808,7e-06
18.811,7e-06
18.814,7e-06
18.817,7e-06
18.82,7e-06
18.823,7e-06
18.826,7e-06
18.829,7e-06
18.832,7e-06
18.835,7e-06
18.838,7e-06
18.841,7e-06
18.844,7e-06
18.847,7e-06
18.85,7e-06
18.853,7e-06
18.856,7e-06
18.859,7e-06
18.862,7e-06
18.865,7e-06
18.868,7e-06
18.871,8e-06
18.874,8e-06
18.877,8e-06
18.88,8e-06
18.883,8e-06
18.886,8e-06
18.889,8e-06
18.892,8e-06
18.895,8e-06
18.898,8e-06
18.901,8e-06
18.904,8e-06
18.907,8e-06
18.91,8e-06
18.913,8e-06
18.916,8e-06
18.919,8e-06
18.922,8e-06
18.925,8e-06
18.928,8e-06
18.931,8e-06
18.934,8e-06
18.937,8e-06
18.94,8e-06
18.943,8e-06
18.946,8e-06
18.949,8e-06
18.952,8e-06
18.955,8e-06
18.958,8e-06
18.961,8e-06
18.964,8e-06
18.967,8e-06
18.97,8e-06
18.973,8e-06
18.976,8e-06
18.979,8e-06
18.982,8e-06
18.985,8e-06
18.988,8e-06
18.991,8e-06
18.994,8e-06
18.997,8e-06
19.0,9e-06
19.003,9e-06
19.006,9e-06
19.009,9e-06
19.012,9e-06
19.015,9e-06
19.018,9e-06
19.021,9e-06
19.024,9e-06
19.027,9e-06
19.03,9e-06
19.033,9e-06
19.036,9e-06
19.039,9e-06
19.042,9e-06
19.045,9e-06
19.048,9e-06
19.051,9e-06
19.054,9e-06
19.057,9e-06
19.06,9e-06
19.063,9e-06
19.066,9e-06
19.069,9e-06
19.072,9e-06
19.075,9e-06
19.078,9e-06
19.081,9e-06
19.084,9e-06
19.087,9e-06
19.09,9e-06
19.093,9e-06
19.096,9e-06
19.099,9e-06
19.102,9e-06
19.105,9e-06
19.108,9e-06
19.111,9e-06
19.114,1e-05
19.117,1e-05
19.12,1e-05
19.123,1e-05
19.126,1e-05
19.129,1e-05
19.132,1e-05
19.135,1e-05
19.138,1e-05
19.141,1e-05
19.144,1e-05
19.147,1e-05
19.15,1e-05
19.153,1e-05
19.156,1e-05
19.159,1e-05
19.162,1e-05
19.165,1e-05
19.168,1e-05
19.171,1e-05
19.174,1e-05
19.177,1e-05
19.18,1e-05
19.183,1e-05
19.186,1e-05
19.189,1e-05
19.192,1e-05
19.195,1e-05
19.198,1e-05
19.201,1e-05
19.204,1e-05
19.207,1e-05
19.21,1e-05
19.213,1e-05
19.216,1.1e-05
19.219,1.1e-05
19.222,1.1e-05
19.225,1.1e-05
19.228,1.1e-05
19.231,1.1e-05
19.234,1.1e-05
19.237,1.1e-05
19.24,1.1e-05
19.243,1.1e-05
19.246,1.1e-05
19.249,1.1e-05
19.252,1.1e-05
19.255,1.1e-05
19.258,1.1e-05
19.261,1.1e-05
19.264,1.1e-05
19.267,1.1e-05
19.27,1.1e-05
19.273,1.1e-05
19.276,1.1e-05
19.279,1.1e-05
19.282,1.1e-05
19.285,1.1e-05
19.288,1.1e-05
19.291,1.1e-05
19.294,1.1e-05
19.297,1.1e-05
19.3,1.1e-05
19.303,1.1e-05
19.306,1.1e-05
19.309,1.2e-05
19.312,1.2e-05
19.315,1.2e-05
19.318,1.2e-05
19.321,1.2e-05
19.324,1.2e-05
19.327,1.2e-05
19.33,1.2e-05
19.333,1.2e-05
19.336,1.2e-05
19.339,1.2e-05
19.342,1.2e-05
19.345,1.2e-05
19.348,1.2e-05
19.351,1.2e-05
19.354,1.2e-05
19.357,1.2e-05
19.36,1.2e-05
19.363,1.2e-05
19.366,1.2e-05
19.369,1.2e-05
19.372,1.2e-05
19.375,1.2e-05
19.378,1.2e-05
19.381,1.2e-05
19.384,1.2e-05
19.387,1.2e-05
19.39,1.2e-05
19.393,1.3e-05
19.396,1.3e-05
19.399,1.3e-05
19.402,1.3e-05
19.405,1.3e-05
19.408,1.3e-05
19.411,1.3e-05
19.414,1.3e-05
19.417,1.3e-05
19.42,1.3e-05
19.423,1.3e-05
19.426,1.3e-05
19.429,1.3e-05
19.432,1.3e-05
19.435,1.3e-05
19.438,1.3e-05
19.441,1.3e-05
19.444,1.3e-05
19.447,1.3e-05
19.45,1.3e-05
19.453,1.3e-05
19.456,1.3e-05
19.459,1.3e-05
19.462,1.3e-05
19.465,1.3e-05
19.468,1.3e-05
19.471,1.4e-05
19.474,1.4e-05
19.477,1.4e-05
19.48,1.4e-05
19.483,1.4e-05
19.486,1.4e-05
19.489,1.4e-05
19.492,1.4e-05
19.495,1.4e-05
19.498,1.4e-05
19.501,1.4e-05
19.504,1.4e-05
19.507,1.4e-05
19.51,1.4e-05
19.513,1.4e-05
19.516,1.4e-05
19.519,1.4e-05
19.522,1.4e-05
19.525,1.4e-05
19.528,1.4e-05
19.531,1.4e-05
19.534,1.4e-05
19.537,1.4e-05
19.54,1.4e-05
19.543,1.4e-05
19.546,1.5e-05
19.549,1.5e-05
19.552,1.5e-05
19.555,1.5e-05
19.558,1.5e-05
19.561,1.5e-05
19.564,1.5e-05
19.567,1.5e-05
19.57,1.5e-05
19.573,1.5e-05
19.576,1.5e-05
19.579,1.5e-05
19.582,1.5e-05
19.585,1.5e-05
19.588,1.5e-05
19.591,1.5e-05
19.594,1.5e-05
19.597,1.5e-05
19.6,1.5e-05
19.603,1.5e-05
19.606,1.5e-05
19.609,1.5e-05
19.612,1.6e-05
19.615,1.6e-05
19.618,1.6e-05
19.621,1.6e-05
19.624,1.6e-05
19.627,1.6e-05
19.63,1.6e-05
19.633,1.6e-05
19.636,1.6e-05
19.639,1.6e-05
19.642,1.6e-05
19.645,1.6e-05
19.648,1.6e-05
19.651,1.6e-05
19.654,1.6e-05
19.657,1.6e-05
19.66,1.6e-05
19.663,1.6e-05
19.666,1.6e-05
19.669,1.6e-05
19.672,1.6e-05
19.675,1.6e-05
19.678,1.7e-05
19.681,1.7e-05
19.684,1.7e-05
19.687,1.7e-05
19.69,1.7e-05
19.693,1.7e-05
19.696,1.7e-05
19.699,1.7e-05
19.702,1.7e-05
19.705,1.7e-05
19.708,1.7e-05
19.711,1.7e-05
19.714,1.7e-05
19.717,1.7e-05
19.72,1.7e-05
19.723,1.7e-05
19.726,1.7e-05
19.729,1.7e-05
19.732,1.7e-05
19.735,1.7e-05
19.738,1.8e-05
19.741,1.8e-05
19.744,1.8e-05
19.747,1.8e-05
19.75,1.8e-05
19.753,1.8e-05
19.756,1.8e-05
19.759,1.8e-05
19.762,1.8e-05
19.765,1.8e-05
19.768,1.8e-05
19.771,1.8e-05
19.774,1.8e-05
19.777,1.8e-05
19.78,1.8e-05
19.783,1.8e-05
19.786,1.8e-05
19.789,1.8e-05
19.792,1.8e-05
19.795,1.9e-05
19.798,1.9e-05
19.801,1.9e-05
19.804,1.9e-05
19.807,1.9e-05
19.81,1.9e-05
19.813,1.9e-05
19.816,1.9e-05
19.819,1.9e-05
19.822,1.9e-05
19.825,1.9e-05
19.828,1.9e-05
19.831,1.9e-05
19.834,1.9e-05
19.837,1.9e-05
19.84,1.9e-05
19.843,1.9e-05
19.846,1.9e-05
19.849,2e-05
19.852,2e-05
19.855,2e-05
19.858,2e-05
19.861,2e-05
19.864,2e-05
19.867,2e-05
19.87,2e-05
19.873,2e-05
19.876,2e-05
19.879,2e-05
19.882,2e-05
19.885,2e-05
19.888,2e-05
19.891,2e-05
19.894,2e-05
19.897,2e-05
19.9,2.1e-05
19.903,2.1e-05
19.906,2.1e-05
19.909,2.1e-05
19.912,2.1e-05
19.915,2.1e-05
19.918,2.1e-05
19.921,2.1e-05
19.924,2.1e-05
19.927,2.1e-05
19.93,2.1e-05
19.933,2.1e-05
19.936,2.1e-05
19.939,2.1e-05
19.942,2.1e-05
19.945,2.1e-05
19.948,2.2e-05
19.951,2.2e-05
19.954,2.2e-05
19.957,2.2e-05
19.96,2.2e-05
19.963,2.2e-05
19.966,2.2e-05
19.969,2.2e-05
19.972,2.2e-05
19.975,2.2e-05
19.978,2.2e-05
19.981,2.2e-05
19.984,2.2e-05
19.987,2.2e-05
19.99,2.2e-05
19.993,2.3e-05
19.996,2.3e-05
19.999,2.3e-05
20.002,2.3e-05
20.005,2.3e-05
20.008,2.3e-05
20.011,2.3e-05
20.014,2.3e-05
20.017,2.3e-05
20.02,2.3e-05
20.023,2.3e-05
20.026,2.3e-05
20.029,2.3e-05
20.032,2.3e-05
20.035,2.3e-05
20.038,2.4e-05
20.041,2.4e-05
20.044,2.4e-05
20.047,2.4e-05
20.05,2.4e-05
20.053,2.4e-05
20.056,2.4e-05
20.059,2.4e-05
20.062,2.4e-05
20.065,2.4e-05
20.068,2.4e-05
20.071,2.4e-05
20.074,2.4e-05
20.077,2.4e-05
20.08,2.5e-05
20.083,2.5e-05
20.086,2.5e-05
20.089,2.5e-05
20.092,2.5e-05
20.095,2.5e-05
20.098,2.5e-05
20.101,2.5e-05
20.104,2.5e-05
20.107,2.5e-05
20.11,2.5e-05
20.113,2.5e-05
20.116,2.5e-05
20.119,2.5e-05
20.122,2.6e-05
20.125,2.6e-05
20.128,2.6e-05
20.131,2.6e-05
20.134,2.6e-05
20.137,2.6e-05
20.14,2.6e-05
20.143,2.6e-05
20.146,2.6e-05
20.149,2.6e-05
20.152,2.6e-05
20.155,2.6e-05
20.158,2.6e-05
20.161,2.7e-05
20.164,2.7e-05
20.167,2.7e-05
20.17,2.7e-05
20.173,2.7e-05
20.176,2.7e-05
20.179,2.7e-05
20.182,2.7e-05
20.185,2.7e-05
20.188,2.7e-05
20.191,2.7e-05
20.194,2.7e-05
20.197,2.8e-05
20.2,2.8e-05
20.203,2.8e-05
20.206,2.8e-05
20.209,2.8e-05
20.212,2.8e-05
20.215,2.8e-05
20.218,2.8e-05
20.221,2.8e-05
20.224,2.8e-05
20.227,2.8e-05
20.23,2.8e-05
20.233,2.8e-05
20.236,2.9e-05
20.239,2.9e-05
20.242,2.9e-05
20.245,2.9e-05
20.248,2.9e-05
20.251,2.9e-05
20.254,2.9e-05
20.257,2.9e-05
20.26,2.9e-05
20.263,2.9e-05
20.266,2.9e-05
20.269,3e-05
20.272,3e-05
20.275,3e-05
20.278,3e-05
20.281,3e-05
20.284,3e-05
20.287,3e-05
20.29,3e-05
20.293,3e-05
20.296,3e-05
20.299,3e-05
20.302,3e-05
20.305,3.1e-05
20.308,3.1e-05
20.311,3.1e-05
20.314,3.1e-05
20.317,3.1e-05
20.32,3.1e-05
20.323,3.1e-05
20.326,3.1e-05
20.329,3.1e-05
20.332,3.1e-05
20.335,3.1e-05
20.338,3.2e-05
20.341,3.2e-05
20.344,3.2e-05
20.347,3.2e-05
20.35,3.2e-05
20.353,3.2e-05
20.356,3.2e-05
20.359,3.2e-05
20.362,3.2e-05
20.365,3.2e-05
20.368,3.3e-05
20.371,3.3e-05
20.374,3.3e-05
20.377,3.3e-05
20.38,3.3e-05
20.383,3.3e-05
20.386,3.3e-05
20.389,3.3e-05
20.392,3.3e-05
20.395,3.3e-05
20.398,3.4e-05
20.401,3.4e-05
20.404,3.4e-05
20.407,3.4e-05
20.41,3.4e-05
20.413,3.4e-05
20.416,3.4e-05
20.419,3.4e-05
20.422,3.4e-05
20.425,3.4e-05
20.428,3.5e-05
20.431,3.5e-05
20.434,3.5e-05
20.437,3.5e-05
20.44,3.5e-05
20.443,3.5e-05
20.446,3.5e-05
20.449,3.5e-05
20.452,3.5e-05
20.455,3.5e-05
20.458,3.6e-05
20.461,3.6e-05
20.464,3.6e-05
20.467,3.6e-05
20.47,3.6e-05
20.473,3.6e-05
20.476,3.6e-05
20.479,3.6e-05
20.482,3.6e-05
20.485,3.6e-05
20.488,3.7e-05
20.491,3.7e-05
20.494,3.7e-05
20.497,3.7e-05
20.5,3.7e-05
20.503,3.7e-05
20.506,3.7e-05
20.509,3.7e-05
20.512,3.7e-05
20.515,3.8e-05
20.518,3.8e-05
20.521,3.8e-05
20.524,3.8e-05
20.527,3.8e-05
20.53,3.8e-05
20.533,3.8e-05
20.536,3.8e-05
20.539,3.8e-05
20.542,3.9e-05
20.545,3.9e-05
20.548,3.9e-05
20.551,3.9e-05
20.554,3.9e-05
20.557,3.9e-05
20.56,3.9e-05
20.563,3.9e-05
20.566,4e-05
20.569,4e-05
20.572,4e-05
20.575,4e-05
20.578,4e-05
20.581,4e-05
20.584,4e-05
20.587,4e-05
20.59,4e-05
20.593,4.1e-05
20.596,4.1e-05
20.599,4.1e-05
20.602,4.1e-05
20.605,4.1e-05
20.608,4.1e-05
20.611,4.1e-05
20.614,4.1e-05
20.617,4.2e-05
20.62,4.2e-05
20.623,4.2e-05
20.626,4.2e-05
20.629,4.2e-05
20.632,4.2e-05
20.635,4.2e-05
20.638,4.2e-05
20.641,4.3e-05
20.644,4.3e-05
20.647,4.3e-05
20.65,4.3e-05
20.653,4.3e-05
20.656,4.3e-05
20.659,4.3e-05
20.662,4.3e-05
20.665,4.4e-05
20.668,4.4e-05
20.671,4.4e-05
20.674,4.4e-05
20.677,4.4e-05
20.68,4.4e-05
20.683,4.4e-05
20.686,4.4e-05
20.689,4.5e-05
20.692,4.5e-05
20.695,4.5e-05
20.698,4.5e-05
20.701,4.5e-05
20.704,4.5e-05
20.707,4.5e-05
20.71,4.6e-05
20.713,4.6e-05
20.716,4.6e-05
20.719,4.6e-05
20.722,4.6e-05
20.725,4.6e-05
20.728,4.6e-05
20.731,4.6e-05
20.734,4.7e-05
20.737,4.7e-05
20.74,4.7e-05
20.743,4.7e-05
20.746,4.7e-05
20.749,4.7e-05
20.752,4.7e-05
20.755,4.8e-05
20.758,4.8e-05
20.761,4.8e-05
20.764,4.8e-05
20.767,4.8e-05
20.77,4.8e-05
20.773,4.8e-05
20.776,4.9e-05
20.779,4.9e-05
20.782,4.9e-05
20.785,4.9e-05
20.788,4.9e-05
20.791,4.9e-05
20.794,4.9e-05
20.797,5e-05
20.8,5e-05
20.803,5e-05
20.806,5e-05
20.809,5e-05
20.812,5e-05
20.815,5e-05
20.818,5.1e-05
20.821,5.1e-05
20.824,5.1e-05
20.827,5.1e-05
20.83,5.1e-05
20.833,5.1e-05
20.836,5.2e-05
20.839,5.2e-05
20.842,5.2e-05
20.845,5.2e-05
20.848,5.2e-05
20.851,5.2e-05
20.854,5.2e-05
20.857,5.3e-05
20.86,5.3e-05
20.863,5.3e-05
20.866,5.3e-05
20.869,5.3e-05
20.872,5.3e-05
20.875,5.4e-05
20.878,5.4e-05
20.881,5.4e-05
20.884,5.4e-05
20.887,5.4e-05
20.89,5.4e-05
20.893,5.5e-05
20.896,5.5e-05
20.899,5.5e-05
20.902,5.5e-05
20.905,5.5e-05
20.908,5.5e-05
20.911,5.5e-05
20.914,5.6e-05
20.917,5.6e-05
20.92,5.6e-05
20.923,5.6e-05
20.926,5.6e-05
20.929,5.6e-05
20.932,5.7e-05
20.935,5.7e-05
20.938,5.7e-05
20.941,5.7e-05
20.944,5.7e-05
20.947,5.7e-05
20.95,5.8e-05
20.953,5.8e-05
20.956,5.8e-05
20.959,5.8e-05
20.962,5.8e-05
20.965,5.9e-05
20.968,5.9e-05
20.971,5.9e-05
20.974,5.9e-05
20.977,5.9e-05
20.98,5.9e-05
20.983,6e-05
20.986,6e-05
20.989,6e-05
20.992,6e-05
20.995,6e-05
20.998,6e-05
21.001,6.1e-05
21.004,6.1e-05
21.007,6.1e-05
21.01,6.1e-05
21.013,6.1e-05
21.016,6.2e-05
21.019,6.2e-05
21.022,6.2e-05
21.025,6.2e-05
21.028,6.2e-05
21.031,6.2e-05
21.034,6.3e-05
21.037,6.3e-05
21.04,6.3e-05
21.043,6.3e-05
21.046,6.3e-05
21.049,6.4e-05
21.052,6.4e-05
21.055,6.4e-05
21.058,6.4e-05
21.061,6.4e-05
21.064,6.5e-05
21.067,6.5e-05
21.07,6.5e-05
21.073,6.5e-05
21.076,6.5e-05
21.079,6.5e-05
21.082,6.6e-05
21.085,6.6e-05
21.088,6.6e-05
21.091,6.6e-05
21.094,6.6e-05
21.097,6.7e-05
21.1,6.7e-05
21.103,6.7e-05
21.106,6.7e-05
21.109,6.7e-05
21.112,6.8e-05
21.115,6.8e-05
21.118,6.8e-05
21.121,6.8e-05
21.124,6.8e-05
21.127,6.9e-05
21.13,6.9e-05
21.133,6.9e-05
21.136,6.9e-05
21.139,6.9e-05
21.142,7e-05
21.145,7e-05
21.148,7e-05
21.151,7e-05
21.154,7.1e-05
21.157,7.1e-05
21.16,7.1e-05
21.163,7.1e-05
21.166,7.1e-05
21.169,7.2e-05
21.172,7.2e-05
21.175,7.2e-05
21.178,7.2e-05
21.181,7.2e-05
21.184,7.3e-05
21.187,7.3e-05
21.19,7.3e-05
21.193,7.3e-05
21.196,7.3e-05
21.199,7.4e-05
21.202,7.4e-05
21.205,7.4e-05
21.208,7.4e-05
21.211,7.5e-05
21.214,7.5e-05
21.217,7.5e-05
21.22,7.5e-05
21.223,7.5e-05
21.226,7.6e-05
21.229,7.6e-05
21.232,7.6e-05
21.235,7.6e-05
21.238,7.7e-05
21.241,7.7e-05
21.244,7.7e-05
21.247,7.7e-05
21.25,7.8e-05
21.253,7.8e-05
21.256,7.8e-05
21.259,7.8e-05
21.262,7.8e-05
21.265,7.9e-05
21.268,7.9e-05
21.271,7.9e-05
21.274,7.9e-05
21.277,8e-05
21.28,8e-05
21.283,8e-05
21.286,8e-05
21.289,8.1e-05
21.292,8.1e-05
21.295,8.1e-05
21.298,8.1e-05
21.301,8.2e-05
21.304,8.2e-05
21.307,8.2e-05
21.31,8.2e-05
21.313,8.2e-05
21.316,8.3e-05
21.319,8.3e-05
21.322,8.3e-05
21.325,8.3e-05
21.328,8.4e-05
21.331,8.4e-05
21.334,8.4e-05
21.337,8.4e-05
21.34,8.5e-05
21.343,8.5e-05
21.346,8.5e-05
21.349,8.5e-05
21.352,8.6e-05
21.355,8.6e-05
21.358,8.6e-05
21.361,8.6e-05
21.364,8.7e-05
21.367,8.7e-05
21.37,8.7e-05
21.373,8.8e-05
21.376,8.8e-05
21.379,8.8e-05
21.382,8.8e-05
21.385,8.9e-05
21.388,8.9e-05
21.391,8.9e-05
21.394,8.9e-05
21.397,9e-05
21.4,9e-05
21.403,9e-05
21.406,9e-05
21.409,9.1e-05
21.412,9.1e-05
21.415,9.1e-05
21.418,9.1e-05
21.421,9.2e-05
21.424,9.2e-05
21.427,9.2e-05
21.43,9.3e-05
21.433,9.3e-05
21.436,9.3e-05
21.439,9.3e-05
21.442,9.4e-05
21.445,9.4e-05
21.448,9.4e-05
21.451,9.5e-05
21.454,9.5e-05
21.457,9.5e-05
21.46,9.5e-05
21.463,9.6e-05
21.466,9.6e-05
21.469,9.6e-05
21.472,9.6e-05
21.475,9.7e-05
21.478,9.7e-05
21.481,9.7e-05
21.484,9.8e-05
21.487,9.8e-05
21.49,9.8e-05
21.493,9.9e-05
21.496,9.9e-05
21.499,9.9e-05
21.502,9.9e-05
21.505,0.0001
21.508,0.0001
21.511,0.0001
21.514,0.000101
21.517,0.000101
21.52,0.000101
21.523,0.000101
21.526,0.000102
21.529,0.000102
21.532,0.000102
21.535,0.000103
21.538,0.000103
21.541,0.000103
21.544,0.000104
21.547,0.000104
21.55,0.000104
21.553,0.000105
21.556,0.000105
21.559,0.000105
21.562,0.000105
21.565,0.000106
21.568,0.000106
21.571,0.000106
21.574,0.000107
21.577,0.000107
21.58,0.000107
21.583,0.000108
21.586,0.000108
21.589,0.000108
21.592,0.000109
21.595,0.000109
21.598,0.000109
21.601,0.00011
21.604,0.00011
21.607,0.00011
21.61,0.000111
21.613,0.000111
21.616,0.000111
21.619,0.000112
21.622,0.000112
21.625,0.000112
21.628,0.000113
21.631,0.000113
21.634,0.000113
21.637,0.000114
21.64,0.000114
21.643,0.000114
21.646,0.000115
21.649,0.000115
21.652,0.000115
21.655,0.000116
21.658,0.000116
21.661,0.000116
21.664,0.000117
21.667,0.000117
21.67,0.000117
21.673,0.000118
21.676,0.000118
21.679,0.000118
21.682,0.000119
21.685,0.000119
21.688,0.000119
21.691,0.00012
21.694,0.00012
21.697,0.00012
21.7,0.000121
21.703,0.000121
21.706,0.000122
21.709,0.000122
21.712,0.000122
21.715,0.000123
21.718,0.000123
21.721,0.000123
21.724,0.000124
21.727,0.000124
21.73,0.000124
21.733,0.000125
21.736,0.000125
21.739,0.000126
21.742,0.000126
21.745,0.000126
21.748,0.000127
21.751,0.000127
21.754,0.000127
21.757,0.000128
21.76,0.000128
21.763,0.000129
21.766,0.000129
21.769,0.000129
21.772,0.00013
21.775,0.00013
21.778,0.000131
21.781,0.000131
21.784,0.000131
21.787,0.000132
21.79,0.000132
21.793,0.000132
21.796,0.000133
21.799,0.000133
21.802,0.000134
21.805,0.000134
21.808,0.000134
21.811,0.000135
21.814,0.000135
21.817,0.000136
21.82,0.000136
21.823,0.000136
21.826,0.000137
21.829,0.000137
21.832,0.000138
21.835,0.000138
21.838,0.000139
21.841,0.000139
21.844,0.000139
21.847,0.00014
21.85,0.00014
21.853,0.000141
21.856,0.000141
21.859,0.000141
21.862,0.000142
21.865,0.000142
21.868,0.000143
21.871,0.000143
21.874,0.000144
21.877,0.000144
21.88,0.000144
21.883,0.000145
21.886,0.000145
21.889,0.000146
21.892,0.000146
21.895,0.000147
21.898,0.000147
21.901,0.000147
21.904,0.000148
21.907,0.000148
21.91,0.000149
21.913,0.000149
21.916,0.00015
21.919,0.00015
21.922,0.000151
21.925,0.000151
21.928,0.000151
21.931,0.000152
